"","Keratinocytes","Clara.cells","Epithelial","Airway.Multiciliated.Cells","Brush.cells","Undefined"
"Acbd7",0.005264806,0.005938028,0.001750925,0.085197216,0.036497696,0.014285714
"Dclre1c",0.015139577,0.008935211,0.01729963,0.009489559,0.0359447,0
"Suv39h2",0.02171928,0.010304225,0.006806412,0.015475638,0.007096774,0.178333333
"Hspa14",0.228836421,0.122343662,0.1397164,0.265011601,0.223548387,0.545079365
"Fam107b",1.423128098,0.642371831,0.683464858,0.549791183,0.163686636,1.176904762
"Frmd4a",0.018841638,0.002377465,0.005376079,0.026264501,0.239493088,0.020396825
"Prpf18",0.113115053,0.089284507,0.064438964,0.159280742,0.109723502,0.171111111
"Bend7",0.040587008,0.038529577,0.045265105,0.05812065,0.164516129,0.071190476
"Sephs1",0.131938429,0.084056338,0.086683107,0.104431555,0.130460829,0.407380952
"Phyh",0.553782938,0.571149296,0.571122072,0.600464037,0.716589862,0.496666667
"Optn",0.021189669,0.039729577,0.025462392,0.063828306,0.079953917,0.025793651
"Ccdc3",0.82738586,0.02588169,0.098557337,0.054408353,0.04281106,0.557777778
"Camk1d",0.007064962,0.025464789,0.012281134,0.029466357,0.087465438,0.004047619
"Cdc123",0.704829116,0.478067606,0.570061652,0.540417633,0.703041475,1.24031746
"Nudt5",0.054476911,0.048185915,0.040628853,0.086914153,0.09797235,0.157301587
"Sec61a2",0.096796243,0.054495775,0.052367448,0.079976798,0.209631336,0.121746032
"Upf2",0.10213149,0.078935211,0.063933416,0.128955916,0.100967742,0.130714286
"Proser2",0.186065745,0.152484507,0.256855734,0.248051044,0.356728111,0.265555556
"Echdc3",0.081020089,0.108439437,0.107225647,0.068051044,0.112764977,0.046904762
"Usp6nl",0.050341769,0.122191549,0.073045623,0.258468677,0.099493088,0.064126984
"Celf2",0.338012001,0.349819718,0.235462392,0.096937355,0.365714286,0.295396825
"Taf3",0.092755022,0.07564507,0.060419236,0.05812065,0.150691244,0.133095238
"Atp5c1",2.130600052,1.580535211,1.516609125,1.771090487,2.277511521,2.096269841
"Kin",0.15818419,0.13256338,0.123921085,0.089164733,0.246359447,0.198412698
"Itih2",0.030699191,0.041177465,0.103649815,0.016450116,0.004884793,0.092380952
"Pfkfb3",0.015183929,0.002861972,0.002367448,0.013921114,0.153963134,0
"Rbm17",0.503383773,0.327357746,0.26702836,0.435986079,0.442211982,0.696031746
"Ankrd16",0.112812418,0.052490141,0.084241677,0.072575406,0.085207373,0.083174603
"Pter",0.116245761,0.042861972,0.059876695,0.014733179,0.015668203,0.118333333
"Rsu1",0.697774589,0.386608451,0.28622688,0.254918794,0.690368664,0.657936508
"Trdmt1",0.04769893,0.034028169,0.013822441,0.066264501,0.039815668,0.043809524
"Vim",0.044750848,0.075194366,0.033674476,0.123225058,0.067465438,0.020555556
"St8sia6",0.002715888,0.120794366,0.156843403,0.011067285,0.025576037,0.043015873
"Hacd1",0.032645447,0.02588169,0.047398274,0.459907193,0.513087558,0.016269841
"Stam",0.103887295,0.087239437,0.088162762,0.08324826,0.076267281,0.152301587
"Nsun6",0.040451344,0.024653521,0.018705302,0.015406032,0.015714286,0.039047619
"Arl5b",0.094523872,0.074828169,0.059815043,0.054593968,0.0540553,0.127142857
"Plxdc2",0.242097574,0.113132394,0.076029593,0.047888631,0.053963134,0.260396825
"Nebl",0.037062353,0.123216901,0.01782984,0.136473318,0.209262673,0.030793651
"Mllt10",0.358932951,0.245447887,0.236929716,0.407795824,0.40281106,0.376587302
"Dnajc1",0.257341508,0.242952113,0.222096178,0.341740139,0.268156682,0.261111111
"Commd3",0.59048526,0.561723944,0.419815043,0.662598608,0.595253456,0.715873016
"Bmi1",0.056490999,0.047780282,0.025487053,0.048352668,0.12718894,0.036825397
"Pip4k2a",0.01077485,0.00748169,0.011134402,0.002412993,0.033824885,0.033571429
"Armc3",0.004004696,0.020991549,0.010024661,0.434640371,0,0.010714286
"Msrb2",0.176689277,0.117515493,0.134660912,0.552343387,0.202488479,0.196507937
"Otud1",0.445630055,0.066619718,0.13081381,0.107888631,0.075529954,0.38452381
"Etl4",0.174855205,0.227216901,0.11323058,0.104408353,0.352718894,0.181269841
"Arhgap21",0.043120271,0.059684507,0.067953144,0.082552204,0.07516129,0.107698413
"Enkur",0.033339421,0.022614085,0.017176326,1.621972158,0.048294931,0.023095238
"Thnsl1",0.051369684,0.030805634,0.042478422,0.201067285,0.05875576,0.055
"Pdss1",0.038432038,0.018422535,0.026683107,0.042296984,0.044147465,0.106111111
"Abi1",0.244231672,0.187566197,0.133353884,0.13,0.280046083,0.346904762
"Acbd5",0.107511088,0.089876056,0.05837238,0.072180974,0.144470046,0.124285714
"Yme1l1",0.126446648,0.105149296,0.074167694,0.078352668,0.085529954,0.15
"Spopl",0.046796243,0.043814085,0.018520345,0.034918794,0.074976959,0.072619048
"Hnmt",0.06104096,0.073076056,0.044993835,0.016519722,0.071797235,0.018015873
"Psd4",0.021038351,0.025605634,0.021282367,0.012088167,0.077281106,0.025238095
"Ehmt1",0.124354292,0.107205634,0.114537608,0.099071926,0.107557604,0.132460317
"Arrdc1",0.634059483,0.461909859,0.557472256,0.489651972,0.487695853,0.737857143
"Zmynd19",0.038807722,0.032112676,0.027977805,0.027517401,0.057050691,0.117857143
"Dph7",0.051927994,0.040366197,0.038976572,0.022389791,0.064746544,0.08547619
"Mrpl41",0.436227498,0.430112676,0.342256473,0.674849188,0.993087558,0.447539683
"Pnpla7",0.011779285,0.021194366,0.022811344,0.033457077,0.032764977,0.050396825
"Nsmf",0.027291938,0.025892958,0.027435265,0.035846868,0.110691244,0.029206349
"Nrarp",0.226981477,0.179966197,0.48782984,0.092436195,0.190967742,0.408015873
"Tor4a",0.05796504,0.031926761,0.071245376,0.078399072,0.125253456,0.025714286
"Nelfb",0.306543178,0.221690141,0.218791615,0.404802784,0.361981567,0.496111111
"Tubb4b",2.821507957,1.724360563,2.635265105,4.752134571,2.03437788,4.175555556
"Cysrt1",0.012955909,0.049194366,0.007866831,0.02863109,0,0.026428571
"Rnf208",0.054967388,0.059898592,0.065709001,0.076612529,0.231658986,0.036111111
"Tmem203",0.113595095,0.156416901,0.126979038,0.188236659,0.212073733,0.107619048
"Tprn",0.213143752,0.18108169,0.26107275,0.305800464,0.290460829,0.206428571
"Ssna1",0.755945734,0.541684507,0.435696671,0.99812065,0.994884793,1.718333333
"Anapc2",0.256490999,0.265329577,0.245585697,0.395939675,0.295437788,0.426507937
"Man1b1",0.115635273,0.128783099,0.162675709,0.203062645,0.205391705,0.224444444
"Dpp7",0.21217845,0.221656338,0.259297164,0.157354988,0.178709677,0.163333333
"Uap1l1",0.299509523,0.257098592,0.231960543,0.201461717,0.145990783,0.266825397
"Sapcd2",0.001901905,0.000388732,0.003304562,0,0,0.534047619
"Npdc1",0.622165406,0.710123944,0.781405672,0.696426914,1.500184332,0.691428571
"Abca2",0.034278633,0.057797183,0.047200986,0.15262181,0.046774194,0.028730159
"Clic3",0.341544482,0.565949296,0.225721332,0.481299304,0.050506912,0.08952381
"C8g",0.014265588,0.015307042,0.012034525,0.032575406,0.022580645,0.049920635
"Fbxw5",0.205092617,0.18668169,0.186325524,0.233155452,0.284193548,0.278015873
"Traf2",0.082175841,0.064028169,0.089506782,0.160116009,0.051751152,0.163571429
"Edf1",1.967743282,1.821825352,1.56215783,1.461206497,2.554930876,2.269603175
"Phpt1",0.8652048,0.577678873,0.557348952,0.939767981,1.047281106,0.672301587
"Rabl6",0.180393947,0.198512676,0.146362515,0.277099768,0.216221198,0.249206349
"Bmyc",0.421586225,0.259228169,0.195215783,0.222296984,0.883917051,0.391269841
"Camsap1",0.117818941,0.061740845,0.05405672,0.137447796,0.126451613,0.144920635
"Ubac1",0.134492565,0.110371831,0.094204686,0.172784223,0.188847926,0.206428571
"Nacc2",0.069501696,0.067712676,0.069519112,0.14487239,0.069308756,0.073492063
"Qsox2",0.063297678,0.04823662,0.047805179,0.310139211,0.106774194,0.074444444
"Gpsm1",0.015337855,0.009430986,0.011442663,0.010788863,0.057096774,0
"Dnlz",0.336866684,0.463149296,0.337311961,0.384779582,0.455115207,0.441587302
"Snapc4",0.019191234,0.018242254,0.021060419,0.061484919,0,0.036349206
"Pmpca",0.201711453,0.158112676,0.200197287,0.335290023,0.176082949,0.207222222
"Inpp5e",0.048105922,0.034326761,0.025832306,0.138445476,0.008940092,0.026507937
"Sec16a",0.089180798,0.149070423,0.181245376,0.226682135,0.176543779,0.070793651
"Notch1",0.251894078,0.076692958,0.072416769,0.142204176,0.03640553,0.300793651
"Agpat2",0.482225411,0.488828169,0.33350185,0.344802784,0.304746544,0.551031746
"Surf6",0.047539786,0.027819718,0.046646116,0.025545244,0.126682028,0.088809524
"Med22",0.054933472,0.055059155,0.047459926,0.051554524,0.148248848,0.045793651
"Rpl7a",0.063274198,0.034146479,0.029025894,0.048027842,0.049585253,0.04047619
"Surf1",0.598591182,0.429650704,0.369617756,0.419466357,0.638202765,0.581428571
"Surf2",0.221411427,0.1108,0.133144266,0.110765661,0.253364055,0.169365079
"Surf4",0.472384555,0.596816901,0.681689273,0.455475638,0.72640553,0.604285714
"Stkld1",0.000487869,0.000540845,0,0.188236659,0,0
"Rexo4",0.151596661,0.106597183,0.145869297,0.240904872,0.093179724,0.163730159
"Cacfd1",0.244570832,0.232095775,0.264278668,0.394454756,0.501105991,0.178809524
"Vav2",0.067370206,0.116107042,0.127583231,0.080348028,0.125990783,0.142063492
"Brd3",0.22271067,0.148980282,0.103760789,0.118932715,0.313410138,0.371031746
"Wdr5",0.127589356,0.06216338,0.084821208,0.160649652,0.132534562,0.242301587
"Rxra",0.097824159,0.144377465,0.098249075,0.292041763,0.082442396,0.10968254
"Olfm1",0.018004174,0.003425352,0.008964242,0.005382831,0.66235023,0.039920635
"Ppp1r26",0.006621445,0.011002817,0.003181258,0.029396752,0.010506912,0.013412698
"1700007K13Rik",0.095937908,0.028687324,0.046979038,3.787772622,0.174884793,0.09468254
"Mrps2",0.061374902,0.040292958,0.03027127,0.093317865,0.07,0.110079365
"Ralgds",0.137685886,0.103543662,0.12297164,0.296287703,0.213963134,0.144444444
"Gtf3c5",0.04627185,0.033661972,0.029691739,0.091531323,0.008940092,0.034206349
"Tsc1",0.037072789,0.046997183,0.0348582,0.052691415,0.098202765,0.025396825
"Ak8",0.005037829,0.002659155,0.007040691,1.431020882,0.009354839,0
"Gtf3c4",0.020086094,0.027352113,0.028692972,0.105939675,0.049308756,0.026904762
"Ddx31",0.03121054,0.024428169,0.028705302,0.067401392,0.014884793,0.057539683
"Ttf1",0.036305766,0.04555493,0.027879162,0.211670534,0.038663594,0.032777778
"Setx",0.041977563,0.031132394,0.031639951,0.048027842,0.087281106,0.036269841
"Med27",0.221575789,0.10404507,0.154364982,0.181531323,0.207235023,0.228492063
"Rapgef1",0.060247848,0.072191549,0.052404439,0.162668213,0.10718894,0.142460317
"Trub2",0.050456561,0.031042254,0.039408138,0.07225058,0.056497696,0.102063492
"Coq4",0.214761284,0.15971831,0.164192355,0.38324826,0.220230415,0.145238095
"Slc27a4",0.054176885,0.113273239,0.067398274,0.028491879,0.05483871,0.091349206
"Urm1",0.33128359,0.260867606,0.249926017,0.203897912,0.266221198,0.468412698
"Odf2",0.086837986,0.064084507,0.073797781,0.597842227,0.193179724,0.184444444
"Gle1",0.158925124,0.13091831,0.087324291,0.159118329,0.282442396,0.271190476
"Sptan1",0.227378033,0.210112676,0.288581998,0.720556845,0.393778802,0.246269841
"Wdr34",0.151481868,0.081538028,0.085388409,0.955150812,0.191013825,0.218968254
"Set",0.488932951,0.239977465,0.182182491,0.328468677,0.480599078,0.632063492
"Pkn3",0.011609705,0.001825352,0.004143033,0,0.012211982,0.131190476
"Zdhhc12",0.119006001,0.158490141,0.136794081,0.265174014,0.18640553,0.19531746
"Zer1",0.028797287,0.038394366,0.03107275,0.011925754,0.119447005,0.031507937
"Tbc1d13",0.021489695,0.039166197,0.028631319,0.03225058,0.033271889,0.047619048
"Endog",0.321004435,0.334422535,0.38945746,1.117099768,0.392073733,0.196349206
"Lrrc8a",0.022048004,0.052670423,0.034574599,0.075406032,0.040276498,0.024444444
"Dolk",0.072355857,0.062129577,0.057805179,0.099164733,0.179953917,0.084126984
"Nup188",0.054442995,0.051521127,0.039445129,0.079327146,0.080599078,0.092063492
"Sh3glb2",1.150926167,0.388647887,0.441664612,0.608607889,0.955852535,0.796984127
"Dolpp1",0.103065484,0.081735211,0.10377312,0.092041763,0.111336406,0.083015873
"Crat",0.065241325,0.115092958,0.091763255,0.066264501,0.068986175,0.094047619
"Ier5l",0.103222019,0.028839437,0.076004932,0.022552204,0.082258065,0.14015873
"Ntmt1",0.252457605,0.21691831,0.292392109,0.279141531,0.315253456,0.309285714
"Asb6",0.11368119,0.06835493,0.087003699,0.064709977,0.160967742,0.150396825
"Prrx2",0.061734933,0.090664789,0.145203453,0.024965197,0.133179724,0.096349206
"Ptges",0.704949126,0.307938028,0.486559803,0.045800464,0.170552995,0.746031746
"Tor1b",0.101716671,0.138090141,0.143859433,0.171786543,0.265437788,0.089285714
"Tor1a",0.307153666,0.246050704,0.281294698,0.366774942,0.485207373,0.553174603
"BC005624",0.448064179,0.35148169,0.318014797,1.266705336,0.703410138,0.585714286
"Usp20",0.074669971,0.064360563,0.101430333,0.180881671,0.191843318,0.121825397
"Fnbp1",0.067998956,0.072416901,0.04837238,0.157679814,0.110875576,0.08
"Gpr107",0.095674406,0.113915493,0.099395808,0.167563805,0.129723502,0.088253968
"Ncs1",0.014393426,0.002005634,0.003168927,0.176310905,0.0340553,0.008412698
"Ass1",0.066744065,0.066969014,0.054093711,0.40187935,0.059124424,0.150873016
"Fubp3",0.074565614,0.07788169,0.053168927,0.057772622,0.039631336,0.098412698
"Exosc2",0.108755544,0.060698592,0.039543773,0.080719258,0.072396313,0.191904762
"Abl1",0.096438821,0.073459155,0.091541307,0.075290023,0.041612903,0.183412698
"Nup214",0.064174276,0.075256338,0.054932182,0.069419954,0.094746544,0.064285714
"Prrc2b",0.305392643,0.357470423,0.302663379,0.334756381,0.432488479,0.335793651
"Pomt1",0.063271589,0.053802817,0.057398274,0.08025522,0.040230415,0.181904762
"Uck1",0.212992434,0.092546479,0.154944513,0.443921114,0.22843318,0.272222222
"Swi5",1.753775111,1.524478873,1.437620222,3.392830626,2.106267281,2.118492063
"Golga2",0.083548135,0.124659155,0.122268804,0.248468677,0.231152074,0.046269841
"Ciz1",0.144696061,0.108377465,0.099852035,0.163225058,0.251658986,0.171666667
"1110008P14Rik",0.467281503,0.667583099,0.494759556,0.266983759,1.175437788,0.397857143
"Ptges2",0.23433342,0.152512676,0.132823674,0.389883991,0.193133641,0.271666667
"Slc25a25",0.325170884,0.225425352,0.532614057,0.394617169,0.328801843,0.423095238
"Naif1",0.021372293,0.009571831,0.021257707,0.004106729,0.010414747,0.019047619
"Fam102a",0.180216541,0.134619718,0.196831073,0.2,0.364516129,0.091666667
"Dpm2",0.503010697,0.377769014,0.317916153,0.361160093,0.502718894,0.522380952
"St6galnac6",0.022820245,0.00155493,0.01324291,0.011554524,0.052903226,0.030952381
"Ak1",0.065622228,0.015853521,0.016670777,0.884431555,0.319723502,0.022460317
"Fpgs",0.114002087,0.068112676,0.121960543,0.078700696,0.089078341,0.132142857
"Cdk9",0.279629533,0.190270423,0.207151665,0.334593968,0.303870968,0.259761905
"Sh2d3c",0.057813723,0.040343662,0.031923551,0.086241299,0.128663594,0.05468254
"Ttc16",0.00629533,0.003453521,0.004623921,0.561090487,0.023225806,0
"Tor2a",0.344589095,0.320467606,0.324611591,0.280672854,0.394792627,0.343888889
"Ptrh1",0.063399426,0.071380282,0.041738594,0.120232019,0.139032258,0.030238095
"Stxbp1",0.025695278,0.020715493,0.020332922,0.031345708,0.262903226,0.042142857
"Fam129b",0.578695539,0.84675493,0.85864365,0.668167053,0.520092166,0.621666667
"Lrsam1",0.025783981,0.03211831,0.017077682,0.055313225,0.06718894,0.02484127
"Rpl12",0.163743804,0.063830986,0.070998767,0.02487239,0.121382488,0.15547619
"Slc2a8",0.13665797,0.124490141,0.130123305,0.123155452,0.127926267,0.114126984
"Garnl3",0.016490999,0.014512676,0.017977805,0.007262181,0.020230415,0.02031746
"Ralgps1",0.02600574,0.040473239,0.026670777,0.057424594,0.132165899,0
"Angptl2",0.00271067,0.003143662,0.000986436,0.07974478,0.00797235,0
"Zbtb34",0.018481607,0.009684507,0.012318126,0.012714617,0.015023041,0
"Zbtb43",0.028458127,0.027988732,0.044623921,0.077447796,0.061935484,0
"Mvb12b",0.055319593,0.063402817,0.057928483,0.107470998,0.148479263,0.088095238
"Pbx3",0.015079572,0.006495775,0.004710234,0,0.017235023,0.033571429
"Mapkap1",0.297244978,0.207064789,0.180086313,0.17225058,0.172995392,0.581190476
"Gapvd1",0.166451865,0.180867606,0.176399507,0.307842227,0.247465438,0.262380952
"Hspa5",2.744591704,1.302574648,2.339839704,2.767238979,2.105069124,2.819444444
"Rabepk",0.145864858,0.089385915,0.085339088,0.180765661,0.18764977,0.285873016
"Fbxw2",0.283435951,0.237047887,0.176165228,0.184361949,0.409723502,0.481269841
"Psmd5",0.247876337,0.114867606,0.15323058,0.168677494,0.3359447,0.387063492
"Cntrl",0.035554396,0.05736338,0.035265105,0.26350348,0.108663594,0.155079365
"Rab14",1.173425515,0.7688,0.689408138,0.9425058,1.141889401,1.372301587
"Gsn",3.724265588,1.817053521,1.089913687,3.386241299,1.174562212,3.269285714
"Stom",0.263308114,0.133487324,0.178273736,0.48412993,0.321797235,0.591984127
"Ggta1",0.130253065,0.014298592,0.005499383,0.017563805,0,0.068571429
"Dab2ip",0.127260631,0.167357746,0.123933416,0.234431555,0.204009217,0.180793651
"Ttll11",0.002773285,0.005464789,0.006781751,0.021113689,0.138064516,0
"Ndufa8",1.220044352,1.115002817,0.9551418,1.418259861,1.620829493,1.336587302
"Morn5",0.014909992,0.006428169,0.010172626,1.681972158,0.025207373,0
"Rbm18",0.319279937,0.143892958,0.15054254,0.170440835,0.380875576,0.313968254
"Mrrf",0.14912862,0.090433803,0.067262639,0.068677494,0.133133641,0.212539683
"Ptgs1",0.147550222,0.028867606,0.010320592,0.025846868,0.619493088,0.117777778
"Pdcl",0.133858596,0.111385915,0.062651048,0.084106729,0.15764977,0.163095238
"Rc3h2",0.061690582,0.100338028,0.074130703,0.109095128,0.129677419,0.072301587
"Zbtb6",0.013000261,0.020901408,0.010357583,0.014570766,0.104792627,0
"Rabgap1",0.078314636,0.060856338,0.06298397,0.096821346,0.127373272,0.07031746
"Strbp",0.091340986,0.102315493,0.074907522,0.5887471,0.62843318,0.172857143
"Dennd1a",0.062543699,0.043267606,0.045610358,0.035266821,0.065898618,0.077460317
"Nek6",0.128674667,0.081859155,0.121220715,0.027726218,0.0240553,0.109920635
"Psmb7",0.922689799,0.894,0.74782984,0.945545244,1.157281106,1.280873016
"Nr6a1",0.040349596,0.051543662,0.046399507,0.060092807,0.056313364,0.020952381
"Olfml2a",0.228502478,0.165639437,0.06649815,0.120092807,0.046359447,0.212777778
"Gm13496",0.015549178,0.014304225,0.010690506,0.037099768,0,0
"Wdr38",0.007612836,0.003205634,0.002872996,0.357795824,0.021290323,0
"Rpl35",2.108977302,1.025977465,0.928581998,0.845452436,1.527004608,1.583015873
"Arpc5l",0.745857031,0.764259155,0.644426634,0.757146172,1.514285714,1.041349206
"Golga1",0.03828072,0.040129577,0.035215783,0.08837587,0.080368664,0.036190476
"Scai",0.028064179,0.03211831,0.021849568,0.016774942,0.048018433,0.038571429
"Ppp6c",0.394482129,0.24155493,0.169617756,0.266218097,0.33235023,0.611031746
"Gtdc1",0.01949126,0.014619718,0.009667078,0.029118329,0.050276498,0.026825397
"Acvr2a",0.040931385,0.03771831,0.016683107,0.019814385,0.028709677,0.057142857
"Orc4",0.256363162,0.118338028,0.140320592,0.166914153,0.158663594,0.356190476
"Mbd5",0.027709366,0.028304225,0.03784217,0.032343387,0.054654378,0.035
"Epc2",0.082092356,0.084343662,0.060641184,0.056890951,0.080599078,0.057142857
"Lypd6b",0.43733629,0.233369014,0.294414303,0.252018561,0.060599078,0.512301587
"Lypd6",0.026650143,0.026411268,0.034438964,0.004640371,0.019493088,0.057777778
"Mmadhc",0.48661101,0.436428169,0.355844636,0.536728538,0.716129032,0.672857143
"Rnd3",0.628703366,0.100197183,0.259247842,0.108793503,0.102672811,0.527301587
"Rbm43",0.102001044,0.095633803,0.086966708,0.323990719,0.068064516,0.082222222
"Nmi",0.213334203,0.32936338,0.210406905,0.070951276,0.258617512,0.319206349
"Tnfaip6",0.003634229,0.074016901,0.004636252,0.014825986,0.028341014,0.006349206
"Rif1",0.073540308,0.112292958,0.072885327,0.049443155,0.07078341,0.124047619
"Arl5a",0.022781111,0.021825352,0.024266338,0.028051044,0.034700461,0.02
"Stam2",0.108100704,0.084450704,0.073045623,0.20225058,0.113686636,0.086031746
"Prpf40a",0.356031829,0.281661972,0.2102836,0.256867749,0.426082949,0.655634921
"Arl6ip6",0.279924341,0.173267606,0.114401973,0.186450116,0.290276498,0.401031746
"Nr4a2",0.617951996,0.166507042,0.318261406,0.18450116,0.118387097,0.602936508
"Gpd2",0.352066267,0.240907042,0.214525277,0.123132251,0.144147465,0.46952381
"Galnt5",0.022768067,0.042653521,0.04998767,0.011763341,0.016589862,0.02468254
"Cytip",0.012851552,0.042033803,0.020110974,0.156774942,0.019539171,0.021825397
"Acvr1",0.041534046,0.036653521,0.036424168,0.09287703,0.040691244,0.062063492
"Upp2",0.059619097,0.075802817,0.026128237,0.104570766,0.099769585,0.058730159
"Ccdc148",0.020401774,0.007752113,0.008150432,0.16037123,0.064516129,0.02015873
"Pkp4",0.176243152,0.334039437,0.295154131,0.194222738,0.42640553,0.329126984
"Dapl1",3.643702061,0.319138028,0.253045623,0.272389791,0.449539171,2.674761905
"Tanc1",0.085930081,0.097030986,0.066263872,0.060742459,0.065576037,0.094603175
"Wdsub1",0.187774589,0.123853521,0.147127004,0.324315545,0.103041475,0.26531746
"Baz2b",0.152306288,0.212997183,0.163662145,0.238816705,0.603364055,0.150793651
"7-Mar",0.242582833,0.210738028,0.186917386,0.304756381,0.322165899,0.289444444
"Cd302",0.053175059,0.062433803,0.037817509,0.016450116,0.020645161,0.108015873
"Ly75",0.013542917,0.014332394,0.011233046,0.019211137,0,0.018015873
"Itgb6",0.028238977,0.039250704,0.038594328,0.024640371,0.25437788,0.072619048
"Rbms1",0.787072789,0.512309859,0.385869297,0.720092807,0.637373272,0.953253968
"Tank",0.139423428,0.071538028,0.07080148,0.084222738,0.256728111,0.211746032
"Psmd14",0.653258544,0.474405634,0.576374846,0.53025522,0.575207373,1.137777778
"Ifih1",0.036976259,0.097994366,0.055166461,0.063341067,0.057557604,0.056746032
"Gca",0.02145317,0.040664789,0.049149199,0.114524362,0.197373272,0.058571429
"Fign",0.01351161,0.018670423,0.017176326,0.006241299,0,0.055079365
"Grb14",0.04217845,0.042152113,0.068877928,0.404895592,0.078018433,0.02452381
"Cobll1",0.033287242,0.024653521,0.044192355,0.013039443,0.061059908,0.050952381
"Galnt3",0.11109053,0.166630986,0.11594328,0.277517401,0.102258065,0.182936508
"Ttc21b",0.034800417,0.027087324,0.031294698,0.053990719,0.042580645,0.022698413
"Scn9a",0,0,0,0,0.241843318,0
"Stk39",0.080237412,0.127735211,0.102120838,0.071044084,0.141336406,0.066349206
"Cers6",0.040907905,0.03315493,0.015117139,0.041299304,0.150691244,0.035873016
"Nostrin",0.052102792,0.059853521,0.046313194,0.015939675,0.026221198,0.036269841
"Spc25",0.018807722,0.019385915,0.025215783,0.019396752,0.017788018,1.220952381
"Dhrs9",0.011938429,0.013735211,0.003748459,0.025174014,0,0
"Bbs5",0.095264806,0.040360563,0.046584464,0.500742459,0.123179724,0.148571429
"Fastkd1",0.026274459,0.018552113,0.015339088,0.029327146,0.038525346,0
"Ppig",0.628776415,0.403661972,0.337188656,0.424361949,0.564516129,0.88984127
"Ccdc173",0.032478476,0.035859155,0.029580764,0.379280742,0.061705069,0.009920635
"Phospho2",0.132958518,0.103690141,0.112651048,0.124037123,0.172211982,0.196746032
"Klhl23",0.02733629,0.010371831,0.013131936,0.002227378,0.021013825,0.065873016
"Ssb",0.875439603,0.687611268,0.543057953,0.71737819,0.836129032,1.299126984
"Mettl5",0.236694495,0.154292958,0.138076449,0.28575406,0.262073733,0.285
"Ubr3",0.052770676,0.102557746,0.063168927,0.047401392,0.087096774,0.045873016
"Erich2",0.018979911,0.008721127,0.021023428,2.206635731,0.002488479,0.014206349
"Gorasp2",0.421129663,0.388687324,0.458618989,0.496983759,0.63516129,0.593968254
"Tlk1",0.091174015,0.09308169,0.060468557,0.110835267,0.157050691,0.191746032
"Mettl8",0.089379076,0.038929577,0.054734895,0.033689095,0.06797235,0.051746032
"Dcaf17",0.084690843,0.054771831,0.060517879,0.047958237,0.129953917,0.178968254
"Dync1i2",0.356057918,0.318112676,0.243859433,0.496658933,0.507465438,0.460396825
"Slc25a12",0.071054005,0.069160563,0.07404439,0.181044084,0.169539171,0.051666667
"Hat1",0.241951474,0.178833803,0.112416769,0.305220418,0.237834101,0.675714286
"Metap1d",0.193441169,0.069312676,0.109605425,0.075638051,0.146682028,0.228015873
"Itga6",0.466665797,0.198484507,0.168520345,0.263758701,0.303870968,0.576984127
"Pdk1",0.114954344,0.06096338,0.090567201,0.072459397,0.174654378,0.075952381
"Cdca7",0.033670754,0.020377465,0.029926017,0.033341067,0.027788018,0.064206349
"Sp3",0.144377772,0.084253521,0.055437731,0.055846868,0.188525346,0.184047619
"Sp3os",0.161567962,0.204760563,0.128495684,0.612552204,0.402073733,0.143809524
"Ola1",0.404954344,0.298349296,0.2475709,0.254895592,0.369631336,0.581587302
"Cir1",0.050271328,0.037639437,0.028323058,0.051600928,0.021520737,0.067619048
"Scrn3",0.129679103,0.082929577,0.083477189,0.190556845,0.124147465,0.141111111
"Gpr155",0.07157318,0.035960563,0.051479655,0.407470998,0.011705069,0.036269841
"Wipf1",0.036003131,0.004614085,0.005178792,0.119651972,0.027465438,0.050634921
"Chrna1os",0.044484738,0.070388732,0.041122072,0.029651972,0.041520737,0.061190476
"Chn1",0.001586225,0.012907042,0.011122072,0.10587007,0.098986175,0
"Atf2",0.106496217,0.07188169,0.074192355,0.090348028,0.102258065,0.088015873
"Atp5g3",0.923780329,1.090715493,0.760517879,1.036078886,1.515529954,1.070873016
"Mtx2",0.5307018,0.386501408,0.349038224,0.583549884,0.58437788,0.623095238
"Hnrnpa3",0.231967128,0.130360563,0.102453761,0.098213457,0.158156682,0.423571429
"Nfe2l2",1.618833812,0.885695775,1.007311961,1.298839907,0.709447005,1.598174603
"Agps",0.135606574,0.162016901,0.142675709,0.274756381,0.200506912,0.165
"Ttc30b",0.03711975,0.035842254,0.023933416,0.406566125,0.032903226,0.032301587
"Ttc30a1",0.013527263,0.011707042,0.007916153,0.130278422,0.022764977,0.016031746
"Rbm45",0.016509262,0.006208451,0.006387176,0.004060325,0.008847926,0
"Osbpl6",0.185781372,0.161352113,0.146806412,0.624965197,0.206774194,0.14547619
"Prkra",0.201291417,0.180016901,0.128680641,0.048723898,0.293824885,0.153888889
"Fkbp7",0.030855727,0.026315493,0.041171393,0.012830626,0.099308756,0.080793651
"Plekha3",0.051408818,0.053442254,0.029087546,0.034037123,0.137880184,0.046269841
"Ccdc141",0.052528046,0.060360563,0.028286067,0.00937355,0.050506912,0.073730159
"Sestd1",0.022765458,0.033323944,0.03567201,0.048955916,0.033824885,0.065079365
"Cwc22",0.049157318,0.04228169,0.037102343,0.048236659,0.093732719,0.096031746
"Ube2e3",0.628593791,0.366157746,0.280567201,0.315591647,0.82156682,0.892460317
